id,description,status,pictid,pictype,group,cat1,cat2,price1,price2,price3,price4,buy1,buy2,buy3,buy4,oldprice1,oldprice2,oldprice3,oldprice4,CatgDisplayNum
6110s184,1968 Moshe Sharett,In Stock,6110s184,0,"Sets, SS, FDC",C 452,S 368,0.37,0.24,0.26,0.26,1,1,1,1,,,,,2
6110s185,1968 Fallen Freedom Fighters,In Stock,6110s185,0,"Sets, SS, FDC",C 453,S 367,0.29,0.24,0.24,0.21,1,1,1,1,,,,,2
6110s186,1968 Scout,In Stock,6110s186,0,"Sets, SS, FDC",C 454,S 369,0.13,0.16,0.21,0.11,1,1,1,1,,,,,2
6110s187,1968 Festivals 5729 (Jerusalem),In Stock,6110s187,0,"Sets, SS, FDC",C 455-459,S 370-374,0.78,0.66,0.55,0.50,1,1,1,1,,,,,2
6110s188,1968 TABIRA,In Stock,6110s188,0,"Sets, SS, FDC",C 461,S 375,0.16,0.16,0.21,0.13,1,1,1,1,,,,,2
6110s189,1968 TABIRA - Souvenir Sheet,In Stock,6110s189,0,"Sets, SS, FDC",C B6,S 375a,0.39,0.87,1.30,0.39,1,1,1,1,,,,,2
6110s190,1968 Abraham Map,In Stock,6110s190,0,"Sets, SS, FDC",C 460,S 376,0.16,0.16,0.21,0.13,1,1,1,1,,,,,2
6110s191,1968 Wheelchair Olympics,In Stock,6110s191,0,"Sets, SS, FDC",C 463,S 377,0.16,0.16,0.21,0.13,1,1,1,1,,,,,2
6110s192,1969 Ports of Israel,In Stock,6110s192,0,"Sets, SS, FDC",C 464-466,S 378-380,1.64,0.73,0.68,0.60,1,1,1,1,,,,,2
6110s193,1969 Memorial Day,In Stock,6110s193,0,"Sets, SS, FDC",C 467,S 383,0.20,0.16,0.21,0.16,1,1,1,1,,,,,2
6110s194,"1969 21st Independence (Tank, Ship)",In Stock,6110s194,0,"Sets, SS, FDC","C 468,469","S 381,382",0.55,0.29,0.29,0.26,1,1,1,1,,,,,2
6110s195,1969 Labour Organization,In Stock,6110s195,0,"Sets, SS, FDC",C 470,S 384,0.19,0.16,0.24,0.13,1,1,1,1,,,,,2
6110s196,1969 8th Maccabiah,In Stock,6110s196,0,"Sets, SS, FDC",C 471,S 385,0.34,0.19,0.24,0.13,1,1,1,1,,,,,2
6110s197,1969 Town Emblems II (12),In Stock,6110s197,0,"Sets, SS, FDC",C 358-369,S 386~393,2.20,0.87,0.91,1.15,1,1,1,1,,,,,2
6110s199,1969 Festivals 5730 (The Flood),In Stock,6110s199,0,"Sets, SS, FDC",C 472-476,S 394-398,0.78,0.66,0.50,0.47,1,1,1,1,,,,,2
6110s200,1969 King David,In Stock,6110s200,0,"Sets, SS, FDC",C 477,S 399,1.10,0.76,0.84,0.78,1,1,1,1,,,,,2
6110s201,1969 Weizmann Institute,In Stock,6110s201,0,"Sets, SS, FDC",C 478,S 400,1.20,0.66,0.52,0.52,1,1,1,1,,,,,2
6110s203,1970 Nature Reserves,In Stock,6110s203,0,"Sets, SS, FDC",C 479-483,S 402-406,0.42,0.48,0.47,0.34,1,1,1,1,,,,,2
6110s204,1970 Magic Carpet,In Stock,6110s204,0,"Sets, SS, FDC",C 484,S 407,0.16,0.16,0.24,0.13,1,1,1,1,,,,,2
6110s205,1970 Trumpeldor,In Stock,6110s205,0,"Sets, SS, FDC",C 485,S 401,0.37,0.36,0.24,0.24,1,1,1,1,,,,,2
6110s206,1970 Levi Eshkol,In Stock,6110s206,0,"Sets, SS, FDC",C 486,S 408,0.17,0.16,0.21,0.13,1,1,1,1,,,,,2
6110s207,1970 Zeev Jabotinsky,In Stock,6110s207,0,"Sets, SS, FDC",C 487,S 410,0.63,0.29,0.21,0.21,1,1,1,1,,,,,2
6110s208,1970 Mania Shochat,In Stock,6110s208,0,"Sets, SS, FDC",C 488,S 409,0.21,0.19,0.24,0.16,1,1,1,1,,,,,2
6110s209,1970 Dimona-Oron Railway,In Stock,6110s209,0,"Sets, SS, FDC",C 490,S 411,0.58,0.48,0.45,0.37,1,1,1,1,,,,,2
6110s210,1970 Habimah,In Stock,6110s210,0,"Sets, SS, FDC",C 489,S 412,0.55,0.29,0.26,0.26,1,1,1,1,,,,,2
6110s211,1970 Memorial Day,In Stock,6110s211,0,"Sets, SS, FDC",C 491,S 413,0.26,0.24,0.24,0.21,1,1,1,1,,,,,2
6110s212,1970 22nd Independence (Flowers),In Stock,6110s212,0,"Sets, SS, FDC",C 492-494,S 414-416,0.97,0.97,0.73,0.68,1,1,1,1,,,,,2
6110s213,1970 Miqwe Yisrael,In Stock,6110s213,0,"Sets, SS, FDC","C 495,496","S 417,418",1.15,0.66,0.47,0.50,1,1,1,1,,,,,2
6110s214,1970 Arava Aircraft,In Stock,6110s214,0,"Sets, SS, FDC",C 497,S 423,0.34,0.24,0.26,0.19,1,1,1,1,,,,,2
6110s215,1970 Yachting Championship,In Stock,6110s215,0,"Sets, SS, FDC",C 498-500,S 419-421,0.91,0.80,0.47,0.60,1,1,1,1,,,,,2
6110s216,1970 Keren Hayesod,In Stock,6110s216,0,"Sets, SS, FDC",C 501,S 422,0.26,0.24,0.24,0.16,1,1,1,1,,,,,2
6110s217,1970 Festivals 5731 (Synagogues),In Stock,6110s217,0,"Sets, SS, FDC",C 502-506,S 425-429,0.55,0.59,0.52,0.50,1,1,1,1,,,,,2
6110s218,1970 Ezra & Nehemia,In Stock,6110s218,0,"Sets, SS, FDC",C 507,S 424,0.21,0.19,0.24,0.16,1,1,1,1,,,,,2
6110s219,1970 Wizo,In Stock,6110s219,0,"Sets, SS, FDC",C 508,S 431,0.26,0.24,0.24,0.16,1,1,1,1,,,,,2
6110s220,1970 TABIT,In Stock,6110s220,0,"Sets, SS, FDC",C 509,S 430,0.26,0.24,0.24,0.19,1,1,1,1,,,,,2
6110s221,1970 TABIT - Souvenir Sheet,In Stock,6110s221,0,"Sets, SS, FDC",C B7,S 430a,1.40,3.20,4.70,1.40,1,1,1,1,,,,,2
6110s222,1970 Histadrut,In Stock,6110s222,0,"Sets, SS, FDC",C 511,S 435,0.16,0.16,0.21,0.13,1,1,1,1,,,,,2
6110s223,1970 Tel-Aviv Museum (Painting),In Stock,6110s223,0,"Sets, SS, FDC",C 512-514,S 432-434,1.15,0.92,0.70,0.70,1,1,1,1,,,,,2
6110s224,1971 Theatre Art,In Stock,6110s224,0,"Sets, SS, FDC",C 515-517,S 440-442,0.60,0.66,0.60,0.42,1,1,1,1,,,,,2
6110s225,1971 Nature Reserves (Biblical Animals),In Stock,6110s225,0,"Sets, SS, FDC",C 518-521,S 436-439,0.70,0.50,0.47,0.45,1,1,1,1,,,,,2
6110s226,1971 Memorial Day,In Stock,6110s226,0,"Sets, SS, FDC",C 522,S 446,0.26,0.19,0.24,0.19,1,1,1,1,,,,,2
6110s227,1971 23rd Independence (Jerusalem Gates),In Stock,6110s227,0,"Sets, SS, FDC",C 523-526,S 447-450,2.34,1.23,1.15,1.23,1,1,1,1,,,,,2
6110s228,1971 23rd Independence - Souvenir Sheet,In Stock,6110s228,0,"Sets, SS, FDC",C B8,S 450a,3.12,6.00,6.25,3.12,1,1,1,1,,,,,2
6110s229,1971 9th Hapoel Games,In Stock,6110s229,0,"Sets, SS, FDC",C 531-533,S 443-445,0.55,0.60,0.42,0.42,1,1,1,1,,,,,2
6110s230,1971 Shavuot (Verses),In Stock,6110s230,0,"Sets, SS, FDC",C 534-536,S 451-453,1.30,1.18,0.65,0.97,1,1,1,1,,,,,2
6110s231,1971 Emek Settlement,In Stock,6110s231,0,"Sets, SS, FDC",C 537,S 459,0.21,0.19,0.21,0.19,1,1,1,1,,,,,2
6110s232,1971 Festivals 5732 (Verses),In Stock,6110s232,0,"Sets, SS, FDC",C 538-542,S 454-458,0.99,0.66,0.60,0.55,1,1,1,1,,,,,2
6110s233,1971 Volcani Institute,In Stock,6110s233,0,"Sets, SS, FDC",C 543,S 460,0.26,0.19,0.24,0.16,1,1,1,1,,,,,2
6110s234,1971 Israel Landscapes I & II (27),In Stock,6110s234,0,"Sets, SS, FDC","C 544-566, 748-751","S 461~474, 592,649, 664,672, 743",9.00,3.95,8.40,5.50,1,1,1,1,,,,,2
6110s235,1972 Education,In Stock,6110s235,0,"Sets, SS, FDC",C 575-578,S 475-478,0.34,0.39,0.34,0.32,1,1,1,1,,,,,2
6110s236,1972 Israeli Art (Painting 5),In Stock,6110s236,0,"Sets, SS, FDC",C 579-583,S 479-483,1.04,0.87,0.94,0.68,1,1,1,1,,,,,2
6110s237,1972 Pesach,In Stock,6110s237,0,"Sets, SS, FDC",C 584-586,S 484-486,0.78,0.73,0.52,0.55,1,1,1,1,,,,,2
6110s238,1972 Let My People Go,In Stock,6110s238,0,"Sets, SS, FDC",C 587,S 487,1.40,0.66,0.50,0.55,1,1,1,1,,,,,2
6110s239,1972 Memorial Day,In Stock,6110s239,0,"Sets, SS, FDC",C 589,S 493,0.24,0.19,0.24,0.16,1,1,1,1,,,,,2
6110s240,1972 24th Independence (Jerusalem Gates),In Stock,6110s240,0,"Sets, SS, FDC",C 590-593,S 488-491,2.60,1.23,1.04,1.15,1,1,1,1,,,,,2
6110s241,1972 24th Independence - Souvenir Sheet,In Stock,6110s241,0,"Sets, SS, FDC",C B9,S 491a,2.20,5.60,6.25,2.20,1,1,1,1,,,,,2
6110s242,1972 Jethro's Tomb,In Stock,6110s242,0,"Sets, SS, FDC",C 588,S 492,0.16,0.19,0.21,0.15,1,1,1,1,,,,,2
6110s243,1972 The ARI,In Stock,6110s243,0,"Sets, SS, FDC",C 598,S 494,2.60,0.73,1.30,0.70,1,1,1,1,,,,,2
6110s244,1972 Book Year,In Stock,6110s244,0,"Sets, SS, FDC",C 599,S 495,0.26,0.28,0.24,0.19,1,1,1,1,,,,,2
6110s245,1972 Satellite Communication,In Stock,6110s245,0,"Sets, SS, FDC",C 600,S 496,0.21,0.24,0.21,0.16,1,1,1,1,,,,,2
6110s246,1972 Israel's 25th Year,In Stock,6110s246,0,"Sets, SS, FDC",C 605,S 501,0.19,0.24,0.21,0.13,1,1,1,1,,,,,2
6110s247,1972 Festivals 5733 (Holy Arks),In Stock,6110s247,0,"Sets, SS, FDC",C 601-604,S 497-500,1.04,0.66,0.50,0.58,1,1,1,1,,,,,2
6110s248,1972 Hanukka (Lamps),In Stock,6110s248,0,"Sets, SS, FDC",C 606-608,S 502-504,0.39,0.48,0.37,0.26,1,1,1,1,,,,,2
6110s249,1973 North African Jews,In Stock,6110s249,0,"Sets, SS, FDC",C 609,S 508,0.13,0.16,0.16,0.11,1,1,1,1,,,,,2
6110s250,1973 Children's Drawings,In Stock,6110s250,0,"Sets, SS, FDC",C 610-612,S 505-507,0.16,0.19,0.24,0.13,1,1,1,1,,,,,2
6110s251,1973 Chagall Windows I,In Stock,6110s251,0,"Sets, SS, FDC",C 613-618,S 509-514,3.64,3.30,4.70,2.86,1,1,1,1,,,,,2
6110s252,1973 Chagall Windows II,In Stock,6110s252,0,"Sets, SS, FDC",C 619-624,S 515-520,6.80,3.00,5.20,2.90,1,1,1,1,,,,,2
6110s253,1973 Memorial Day,In Stock,6110s253,0,"Sets, SS, FDC",C 626,S 524,0.16,0.16,0.19,0.13,1,1,1,1,,,,,2
6110s254,1973 25th Independence (Scroll),In Stock,6110s254,0,"Sets, SS, FDC",C 627,S 521,0.19,0.19,0.19,0.16,1,1,1,1,,,,,2
6110s255,1973 25th Independence - Souvenir Sheet,In Stock,6110s255,0,"Sets, SS, FDC",C B10,S 521a,0.70,1.60,3.90,0.70,1,1,1,1,,,,,2
6110s256,1973 Holocaust,In Stock,6110s256,0,"Sets, SS, FDC",C 625,S 523,0.16,0.16,0.21,0.13,1,1,1,1,,,,,2
6110s257,1973 9th Maccabiah,In Stock,6110s257,0,"Sets, SS, FDC",C 629,S 522,0.16,0.16,0.21,0.13,1,1,1,1,,,,,2
6110s258,1973 Festivals 5734 (Prophets),In Stock,6110s258,0,"Sets, SS, FDC",C 630-632,S 525-527,0.29,0.29,0.29,0.24,1,1,1,1,,,,,2
6110s259,1973 Danish Jews Rescue,In Stock,6110s259,0,"Sets, SS, FDC",C 633,S 529,0.70,0.48,0.52,0.50,1,1,1,1,,,,,2
6110s260,1973 Technion,In Stock,6110s260,0,"Sets, SS, FDC",C 634,S 528,0.21,0.19,0.21,0.13,1,1,1,1,,,,,2
6110s261,1973 Jerusalem 73',In Stock,6110s261,0,"Sets, SS, FDC","C 635,636","S 530,531",0.19,0.24,0.21,0.16,1,1,1,1,,,,,2
6110s262,1974 Jerusalem 73' - 3 Souvenir Sheets,In Stock,6110s262,0,"Sets, SS, FDC",C B11-B13,S 532-534,0.55,0.90,2.08,0.55,1,1,1,1,,,,,2
6110s263,1974 Writer Association,In Stock,6110s263,0,"Sets, SS, FDC",C 641,S 536,0.16,0.16,0.16,0.13,1,1,1,1,,,,,2
6110s264,1974 Memorial Day,In Stock,6110s264,0,"Sets, SS, FDC",C 640,S 535,0.13,0.16,0.16,0.12,1,1,1,1,,,,,2
6110s265,1974 Painting and Sculpture,In Stock,6110s265,0,"Sets, SS, FDC",C 642-644,S 537-539,0.47,0.48,0.63,0.37,1,1,1,1,,,,,2
6110s266,1974 Working Youth Movement,In Stock,6110s266,0,"Sets, SS, FDC",C 645,S 540,0.13,0.24,0.16,0.11,1,1,1,1,,,,,2
6110s267,1974 Architecture I,In Stock,6110s267,0,"Sets, SS, FDC",C 646-648,S 544-546,0.29,0.29,0.39,0.26,1,1,1,1,,,,,2
6110s268,1974 Festivals 5735 (Synagogues),In Stock,6110s268,0,"Sets, SS, FDC",C 652-654,S 541-543,0.24,0.24,0.24,0.21,1,1,1,1,,,,,2
6110s269,1974 U.P.U.,In Stock,6110s269,0,"Sets, SS, FDC","C 657,658","S 549,550",0.19,0.24,0.34,0.16,1,1,1,1,,,,,2
6110s270,1974 Ben-Gurion,In Stock,6110s270,0,"Sets, SS, FDC","C 655,656","S 547,548",0.26,0.24,0.32,0.19,1,1,1,1,,,,,2
6110s271,1975 Arbor Day,In Stock,6110s271,0,"Sets, SS, FDC",C 663-665,S 552-554,0.21,0.24,0.21,0.16,1,1,1,1,,,,,2
6110s272,1975 Hebrew University,In Stock,6110s272,0,"Sets, SS, FDC",C 662,S 551,0.19,0.19,0.19,0.16,1,1,1,1,,,,,2
6110s273,1975 Occupational Safety,In Stock,6110s273,0,"Sets, SS, FDC",C 659-661,S 555-557,0.21,0.24,0.21,0.16,1,1,1,1,,,,,2
6110s274,1975 Architecture II,In Stock,6110s274,0,"Sets, SS, FDC",C 649-651,S 558-560,0.32,0.29,0.39,0.29,1,1,1,1,,,,,2
6110s275,1975 Truman,In Stock,6110s275,0,"Sets, SS, FDC",C 666,S 561,0.24,0.19,0.21,0.16,1,1,1,1,,,,,2
6110s276,1975 10th Hapoel Games,In Stock,6110s276,0,"Sets, SS, FDC",C 669-671,S 564-566,0.29,0.29,0.26,0.21,1,1,1,1,,,,,2
6110s277,1975 Memorial Day,In Stock,6110s277,0,"Sets, SS, FDC",C 667,S 562,0.16,0.16,0.19,0.13,1,1,1,1,,,,,2
6110s278,1975 Fallen Soldiers,In Stock,6110s278,0,"Sets, SS, FDC",C 668,S 563,0.16,0.16,0.19,0.13,1,1,1,1,,,,,2
6110s279,1975 Painting,In Stock,6110s279,0,"Sets, SS, FDC",C 673-675,S 567-569,0.39,0.48,0.70,0.34,1,1,1,1,,,,,2
6110s280,1975 Gerontology,In Stock,6110s280,0,"Sets, SS, FDC",C 672,S 570,0.13,0.16,0.19,0.12,1,1,1,1,,,,,2
6110s281,1975 Zalman Shazar,In Stock,6110s281,0,"Sets, SS, FDC",C 676,S 571,0.13,0.16,0.16,0.11,1,1,1,1,,,,,2
6110s282,1975 Pioneer Women Association,In Stock,6110s282,0,"Sets, SS, FDC",C 677,S 572,0.26,0.28,0.24,0.20,1,1,1,1,,,,,2
6110s283,1975 Festivals 5736 (Judges),In Stock,6110s283,0,"Sets, SS, FDC",C 678-680,S 573-575,0.29,0.48,0.29,0.24,1,1,1,1,,,,,2
6110s284,1975 Hadassah,In Stock,6110s284,0,"Sets, SS, FDC",C 684,S 576,0.19,0.19,0.21,0.16,1,1,1,1,,,,,2
6110s285,1975 Wild Birds,In Stock,6110s285,0,"Sets, SS, FDC",C 681-683,S 577-579,0.44,0.48,0.44,0.34,1,1,1,1,,,,,2
6110s286,1975 Environmental Quality,In Stock,6110s286,0,"Sets, SS, FDC",C 685-687,S 580-582,0.29,0.28,0.29,0.26,1,1,1,1,,,,,2
6110s287,1975 Stand-By 1.85,In Stock,6110s287,0,"Sets, SS, FDC",C 569,S 585,0.13,0.09,0.16,0.12,1,1,1,1,,,,,2
6110s288,1976 Bezalel,In Stock,6110s288,0,"Sets, SS, FDC",C 688,S 597,0.16,0.16,0.19,0.13,1,1,1,1,,,,,2
6110s289,1976 Border Settlements,In Stock,6110s289,0,"Sets, SS, FDC",C 695,S 596,0.16,0.16,0.19,0.13,1,1,1,1,,,,,2
6110s290,1976 Purim (Esther Scroll),In Stock,6110s290,0,"Sets, SS, FDC",C 689-691,S 593-595,0.29,0.29,0.34,0.24,1,1,1,1,,,,,2
6110s291,1976 Purim - Souvenir Sheet,In Stock,6110s291,0,"Sets, SS, FDC",C B14,S 595a,0.29,0.66,1.56,0.29,1,1,1,1,,,,,2
6110s292,1976 Netanya 76' - Souvenir Sheet,In Stock,6110s292,0,"Sets, SS, FDC",C B15,S 601,0.68,1.25,1.82,0.68,1,1,1,1,,,,,2
6110s293,1976 Memorial Day (8th Division),In Stock,6110s293,0,"Sets, SS, FDC",C 697,S 600,0.24,0.24,0.21,0.21,1,1,1,1,,,,,2
6110s294,1976 Lag Ba-Omer,In Stock,6110s294,0,"Sets, SS, FDC",C 696,S 599,0.22,0.24,0.24,0.21,1,1,1,1,,,,,2
6110s295,1976 American Revolution,In Stock,6110s295,0,"Sets, SS, FDC",C 698,S 598,0.29,0.29,0.34,0.21,1,1,1,1,,,,,2
6110s296,1976 Camping,In Stock,6110s296,0,"Sets, SS, FDC",C 705,S 605,0.16,0.19,0.19,0.13,1,1,1,1,,,,,2
6110s297,1976 Montreal 76',In Stock,6110s297,0,"Sets, SS, FDC",C 702-704,S 602-604,0.45,0.48,0.47,0.42,1,1,1,1,,,,,2
6110s298,1976 Stand-By 2.45,In Stock,6110s298,0,"Sets, SS, FDC",C 570,S 586,0.13,0.09,0.16,0.11,1,1,1,1,,,,,2
6110s299,1976 Festivals 5737 (Foundations),In Stock,6110s299,0,"Sets, SS, FDC",C 706-708,S 606-608,0.32,0.39,0.32,0.29,1,1,1,1,,,,,2
6110s300,1976 Archaeology,In Stock,6110s300,0,"Sets, SS, FDC",C 711-715,S 611-615,1.30,1.30,1.30,1.15,1,1,1,1,,,,,2
6110s301,1976 Chess,In Stock,6110s301,0,"Sets, SS, FDC","C 709,710","S 609,610",0.24,0.24,0.34,0.21,1,1,1,1,,,,,2
6110s302,1976 Pioneers,In Stock,6110s302,0,"Sets, SS, FDC",C 716-720,S 616-620,0.32,0.39,0.39,0.29,1,1,1,1,,,,,2
6110s303,1977 Volunteering,In Stock,6110s303,0,"Sets, SS, FDC",C 721,S 621,0.19,0.19,0.19,0.16,1,1,1,1,,,,,2
6110s304,1977 Children Drawings (Peace),In Stock,6110s304,0,"Sets, SS, FDC",C 725-727,S 622-624,0.52,0.66,0.55,0.44,1,1,1,1,,,,,2
6110s305,1977 Painting,In Stock,6110s305,0,"Sets, SS, FDC",M 722-724,S 625-627,0.84,0.97,0.84,0.68,1,1,1,1,,,,,2
6110s306,1977 Memorial Day (Paratroopers),In Stock,6110s306,0,"Sets, SS, FDC",C 732,S 632,0.26,0.29,0.26,0.21,1,1,1,1,,,,,2
6110s307,1977 Sabbath,In Stock,6110s307,0,"Sets, SS, FDC",C 728,S 631,0.19,0.24,0.21,0.16,1,1,1,1,,,,,2
6110s308,1977 Ancient Musical Instruments,In Stock,6110s308,0,"Sets, SS, FDC",C 729-731,S 628-630,0.52,0.66,0.52,0.45,1,1,1,1,,,,,2
6110s309,1977 10th Maccabiah,In Stock,6110s309,0,"Sets, SS, FDC",C 733-735,S 633-635,0.52,0.73,0.52,0.45,1,1,1,1,,,,,2
6110s310,1977 Petah Tiqwa,In Stock,6110s310,0,"Sets, SS, FDC",C 737,S 637,0.19,0.19,0.21,0.16,1,1,1,1,,,,,2
6110s311,1977 Zionist Organization,In Stock,6110s311,0,"Sets, SS, FDC",C 736,S 636,0.26,0.28,0.26,0.19,1,1,1,1,,,,,2
6110s312,1977 Hebrew Print,In Stock,6110s312,0,"Sets, SS, FDC",C 745,S 645,0.26,0.24,0.26,0.19,1,1,1,1,,,,,2
6110s313,1977 Festivals 5738 (Matriarchs),In Stock,6110s313,0,"Sets, SS, FDC",C 741-744,S 638-741,0.70,0.95,0.70,0.63,1,1,1,1,,,,,2
6110s314,1977 Police,In Stock,6110s314,0,"Sets, SS, FDC",C 738-740,S 642-644,0.50,0.62,0.52,0.42,1,1,1,1,,,,,2
6110s315,1977 NAHAL,In Stock,6110s315,0,"Sets, SS, FDC",C 746,S 646,0.21,0.24,0.21,0.16,1,1,1,1,,,,,2
6110s316,1977 Particle Accelerator,In Stock,6110s316,0,"Sets, SS, FDC",C 747,S 647,0.42,0.59,0.42,0.37,1,1,1,1,,,,,2
6110s317,1977 Railways,In Stock,6110s317,0,"Sets, SS, FDC",C 770-773,S 674-677,0.78,0.96,0.84,0.63,1,1,1,1,,,,,2
6110s318,1977 Railways - Souvenir Sheet,In Stock,6110s318,0,"Sets, SS, FDC",C B16,S 677a,1.15,1.72,2.10,1.15,1,1,1,1,,,,,2
6110s319,1977 Shells,In Stock,6110s319,0,"Sets, SS, FDC",C 778-781,S 678-681,0.52,0.66,0.55,0.47,1,1,1,1,,,,,2
6110s320,1977 Stand-By 0.75 (for FDC details see photo),In Stock,6110s320,0,"Sets, SS, FDC",C 567,S 583,0.13,0.08,----,0.11,1,1,0,1,,,,,2
6110s321,1978 Marriage Contracts,In Stock,6110s321,0,"Sets, SS, FDC",C 782-784,S 685-687,0.47,0.66,0.50,0.42,1,1,1,1,,,,,2
6110s322,1978 Painting,In Stock,6110s322,0,"Sets, SS, FDC",C 785-787,S 682-684,0.55,0.76,0.63,0.50,1,1,1,1,,,,,2
6110s323,1978 Memorial Day (Yad Lebanim),In Stock,6110s323,0,"Sets, SS, FDC",C ---,S 694a-,0.16,0.12,0.52,0.13,1,1,1,1,,,,,2
6110s325,1978 Personalities (14),In Stock,6110s325,0,"Sets, SS, FDC",C 788-801,"S 688-692, 695,696, 699,700, 705,706, 712-714",2.00,1.58,2.10,1.56,1,1,1,1,,,,,2
6110s326,1978 TABIR 78' - Souvenir Sheet,In Stock,6110s326,0,"Sets, SS, FDC",C B17,S 693,1.56,3.20,3.12,1.56,1,1,1,1,,,,,2
6110s327,1978 Stand-By 5.40,In Stock,6110s327,0,"Sets, SS, FDC",C 573,S 589,0.16,0.09,0.19,0.13,1,1,1,1,,,,,2
6110s328,1978 Y.M.C.A.,In Stock,6110s328,0,"Sets, SS, FDC",C 826,S 698,0.24,0.28,0.24,0.19,1,1,1,1,,,,,2
6110s329,1978 Hatiqwa,In Stock,6110s329,0,"Sets, SS, FDC",C 827,S 697,0.32,0.39,0.34,0.29,1,1,1,1,,,,,2
6110s330,1978 Festivals 5739 (Patriarchs),In Stock,6110s330,0,"Sets, SS, FDC",C 828-830,S 701-703,0.70,0.87,0.70,0.63,1,1,1,1,,,,,2
6110s331,1978 Welfare,In Stock,6110s331,0,"Sets, SS, FDC",C 831,S 704,0.24,0.28,0.24,0.19,1,1,1,1,,,,,2
6110s332,1978 Appeal,In Stock,6110s332,0,"Sets, SS, FDC",C 832,S 707,0.39,0.66,0.39,0.32,1,1,1,1,,,,,2
6110s333,1978 Islamic Art,In Stock,6110s333,0,"Sets, SS, FDC",C 834-836,S 709-711,0.55,0.73,0.63,0.42,1,1,1,1,,,,,2
6110s334,1978 Shaare Zedek,In Stock,6110s334,0,"Sets, SS, FDC",C 833,S 708,0.24,0.38,0.26,0.21,1,1,1,1,,,,,2
6110s335,1978 Irises,In Stock,6110s335,0,"Sets, SS, FDC",C 837-839,S 715-717,0.70,0.96,0.70,0.58,1,1,1,1,,,,,2
6110s336,1979 Technological Achievements,In Stock,6110s336,0,"Sets, SS, FDC",C 842-845,S 718-721,0.50,0.62,0.47,0.42,1,1,1,1,,,,,2
6110s337,1979 Yishuv Volunteers,In Stock,6110s337,0,"Sets, SS, FDC",C 840,S 723,0.29,0.39,0.26,0.24,1,1,1,1,,,,,2
6110s338,1979 Righteous Among the Nations,In Stock,6110s338,0,"Sets, SS, FDC",C 841,S 722,0.29,0.39,0.26,0.24,1,1,1,1,,,,,2
6110s339,1979 Peace,In Stock,6110s339,0,"Sets, SS, FDC",C 846,S 724,0.24,0.28,0.24,0.21,1,1,1,1,,,,,2
6110s340,1979 Peace - Souvenir Sheet,In Stock,6110s340,0,"Sets, SS, FDC",C B18,S 724a,0.24,0.39,0.29,0.24,1,1,1,1,,,,,2
6110s341,1979 Memorial Day (Naval),In Stock,6110s341,0,"Sets, SS, FDC",C 848,S 729,0.26,0.19,0.24,0.21,1,1,1,1,,,,,2
6110s342,1979 11th Hapoel Games,In Stock,6110s342,0,"Sets, SS, FDC",C 850-852,S 725-727,0.73,0.95,0.73,0.58,1,1,1,1,,,,,2
6110s343,1979 Rotary,In Stock,6110s343,0,"Sets, SS, FDC",C 849,S 728,0.26,0.39,0.34,0.24,1,1,1,1,,,,,2
6110s344,"1979 Stand-By 1.80, 8.00",In Stock,6110s344,0,"Sets, SS, FDC","C 568,574","S 584,590",0.24,0.18,0.29,0.21,1,1,1,1,,,,,2
6110s345,1979 Health Resorts,In Stock,6110s345,0,"Sets, SS, FDC","C 854,855","S 734,735",0.52,0.63,0.52,0.47,1,1,1,1,,,,,2
6110s346,1979 Festivals 5740 (Sages),In Stock,6110s346,0,"Sets, SS, FDC",C 856-858,S 730-732,0.84,1.20,0.84,0.76,1,1,1,1,,,,,2
6110s347,1979 Agency,In Stock,6110s347,0,"Sets, SS, FDC",C 853,S 733,0.26,0.29,0.29,0.21,1,1,1,1,,,,,2
6110s348,1979 Children Paint,In Stock,6110s348,0,"Sets, SS, FDC",C 860-862,M 737-739,0.42,0.59,0.42,0.34,1,1,1,1,,,,,2
6110s349,1979 Year of the Child,In Stock,6110s349,0,"Sets, SS, FDC",C 859,S 736,0.26,0.29,0.32,0.24,1,1,1,1,,,,,2
6110s350,"1979 Prominent Personalities 7.00, 9.00, 13.00",In Stock,6110s350,0,"Sets, SS, FDC",C 863-865,S 740-742,0.65,0.95,0.68,0.55,1,1,1,1,,,,,2
6110s351,1979 Stand-By 2.70,In Stock,6110s351,0,"Sets, SS, FDC",C 571,S 587,0.13,0.07,0.21,0.12,1,1,1,1,,,,,2
6110s352,1980 Thistles,In Stock,6110s352,0,"Sets, SS, FDC",C 867-869,S 745-747,0.73,0.98,0.73,0.63,1,1,1,1,,,,,2
6110s353,1980 Ort,In Stock,6110s353,0,"Sets, SS, FDC",C 866,S 744,0.34,0.48,0.39,0.29,1,1,1,1,,,,,2
6110s354,1980 Memorial Day (Heroism Road),In Stock,6110s354,0,"Sets, SS, FDC",C 874,S 750,0.34,0.38,0.29,0.24,1,1,1,1,,,,,2
6110s355,1980 Magen David Adom,In Stock,6110s355,0,"Sets, SS, FDC","C 870,871","S 748,749",0.34,0.45,0.37,0.29,1,1,1,1,,,,,2
6110s356,1980 Magen David Adom - Souvenir Sheet,In Stock,6110s356,0,"Sets, SS, FDC",C B19,S 749a,1.12,1.85,1.95,1.12,1,1,1,1,,,,,2
